province,age,sex,education,Vote,Vote_Liberal,Vote_Conservative,Voting_Interest,Vote_Prob,age_range
Quebec,37,A woman,Bachelor's degree,Liberal Party,1,0,8,Certain to vote,30-39
Quebec,58,A man,Some secondary/ high school,Conservative Party,0,1,9,Certain to vote,50-59
Nova Scotia,20,A woman,Completed secondary/ high school,Liberal Party,1,0,7,Likely to vote,18-29
Ontario,44,A woman,Completed secondary/ high school,Liberal Party,1,0,6,Certain to vote,40-49
Ontario,54,A woman,Bachelor's degree,Liberal Party,1,0,7,Likely to vote,50-59
Ontario,22,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,7,Certain to vote,18-29
Ontario,25,A man,Bachelor's degree,Liberal Party,1,0,9,Certain to vote,18-29
Ontario,53,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,9,Certain to vote,50-59
Ontario,59,A man,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,50-59
British Columbia,73,A man,Bachelor's degree,Green Party,0,0,9,Certain to vote,70-79
Ontario,35,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,6,Certain to vote,30-39
British Columbia,29,A woman,Some secondary/ high school,Conservative Party,0,1,7,Likely to vote,18-29
Ontario,37,A man,Bachelor's degree,Liberal Party,1,0,8,Certain to vote,30-39
Ontario,27,A woman,Completed secondary/ high school,Green Party,0,0,10,Certain to vote,18-29
Ontario,34,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,30-39
Ontario,34,A woman,Bachelor's degree,Liberal Party,1,0,8,Certain to vote,30-39
Quebec,23,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,18-29
Manitoba,37,A woman,Some university,Conservative Party,0,1,8,Certain to vote,30-39
Ontario,39,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,3,Unlikely to vote,30-39
British Columbia,27,A woman,Completed secondary/ high school,Conservative Party,0,1,10,Certain to vote,18-29
Ontario,41,A woman,Bachelor's degree,NA,NA,NA,0,Certain not to vote,40-49
Quebec,38,A woman,Bachelor's degree,Liberal Party,1,0,9,Certain to vote,30-39
Alberta,49,A woman,Master's degree,Green Party,0,0,8,Certain to vote,40-49
Ontario,21,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,18-29
Ontario,53,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Certain to vote,50-59
Quebec,54,A man,Some secondary/ high school,NA,NA,NA,2,Don't know/ Prefer not to answer,50-59
British Columbia,19,A woman,Completed secondary/ high school,NA,NA,NA,0,Don't know/ Prefer not to answer,18-29
Quebec,66,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,60-69
Ontario,24,A woman,Some university,Liberal Party,1,0,8,Certain to vote,18-29
Newfoundland and Labrador,78,A man,Completed secondary/ high school,ndp,0,0,7,Certain to vote,70-79
Ontario,56,A man,Completed secondary/ high school,Conservative Party,0,1,10,Certain to vote,50-59
Alberta,35,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,30-39
British Columbia,68,A man,Completed secondary/ high school,Conservative Party,0,1,10,Certain to vote,60-69
Ontario,31,A woman,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,30-39
Ontario,33,A woman,Completed secondary/ high school,Liberal Party,1,0,5,Likely to vote,30-39
Ontario,20,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Likely to vote,18-29
Alberta,27,A man,Bachelor's degree,Conservative Party,0,1,10,Certain to vote,18-29
Quebec,50,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,7,Certain to vote,50-59
Saskatchewan,21,A woman,Some university,Green Party,1,0,8,Certain to vote,18-29
British Columbia,43,A woman,Completed secondary/ high school,Conservative Party,0,1,NA,Certain to vote,40-49
Manitoba,26,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,0,1,3,Likely to vote,18-29
Quebec,70,A man,Some university,Bloc Québécois,0,0,7,Certain to vote,70-79
Ontario,51,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,NA,Certain to vote,50-59
Ontario,68,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,60-69
British Columbia,19,A woman,Completed secondary/ high school,Green Party,1,0,2,Certain to vote,18-29
Ontario,25,A man,Professional degree or doctorate,Liberal Party,1,0,8,Certain to vote,18-29
Ontario,19,A man,Completed secondary/ high school,NA,NA,NA,0,Unlikely to vote,18-29
Nova Scotia,24,A man,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,18-29
Ontario,38,A woman,Some university,Liberal Party,1,0,4,Certain to vote,30-39
Ontario,25,A woman,Some secondary/ high school,Conservative Party,0,1,10,Certain to vote,18-29
Newfoundland and Labrador,27,A woman,Bachelor's degree,ndp,1,0,8,Certain to vote,18-29
Ontario,31,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Certain to vote,30-39
Ontario,77,A man,Master's degree,Liberal Party,1,0,9,Certain to vote,70-79
Ontario,45,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,40-49
Alberta,33,A woman,Completed secondary/ high school,ndp,0,0,5,Likely to vote,30-39
British Columbia,32,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,0,1,6,Likely to vote,30-39
Quebec,31,A woman,Bachelor's degree,ndp,1,0,7,Certain to vote,30-39
Ontario,37,A woman,Master's degree,Liberal Party,1,0,7,Certain to vote,30-39
Ontario,33,A woman,Professional degree or doctorate,ndp,1,0,8,Certain to vote,30-39
Newfoundland and Labrador,19,A woman,Completed secondary/ high school,NA,NA,NA,3,Unlikely to vote,18-29
Ontario,21,A woman,Some university,ndp,0,0,7,Certain to vote,18-29
Alberta,51,A woman,Completed secondary/ high school,Conservative Party,0,1,9,Certain to vote,50-59
Ontario,49,A woman,Some university,Green Party,0,0,1,Certain to vote,40-49
Ontario,49,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,5,Certain to vote,40-49
Alberta,73,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,70-79
Ontario,61,A man,Master's degree,Don't know/ Prefer not to answer,1,0,7,Certain to vote,60-69
Ontario,22,A woman,Some university,Green Party,0,0,10,Certain to vote,18-29
British Columbia,64,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,1,0,4,Likely to vote,60-69
Quebec,77,A man,Completed secondary/ high school,People's Party,1,0,8,Certain to vote,70-79
Manitoba,32,A woman,Completed secondary/ high school,ndp,0,0,6,Likely to vote,30-39
Manitoba,23,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,3,Certain to vote,18-29
Ontario,31,A man,Some secondary/ high school,Conservative Party,0,1,6,Certain to vote,30-39
Ontario,34,A woman,"Completed technical, community college, CEGEP, College Classique",Green Party,0,0,8,Certain to vote,30-39
Ontario,25,A woman,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,18-29
Ontario,72,A man,Master's degree,Liberal Party,1,0,9,Certain to vote,70-79
Ontario,24,A woman,Some university,ndp,1,0,8,Likely to vote,18-29
Quebec,66,A woman,Completed secondary/ high school,Liberal Party,1,0,8,Certain to vote,60-69
Manitoba,64,A woman,Bachelor's degree,Green Party,1,1,8,Certain to vote,60-69
Alberta,36,A man,Bachelor's degree,Conservative Party,0,1,10,Certain to vote,30-39
Alberta,51,A woman,Master's degree,Conservative Party,0,1,10,Certain to vote,50-59
Ontario,35,A man,Professional degree or doctorate,Liberal Party,1,0,6,Certain to vote,30-39
Ontario,21,A man,Some university,ndp,1,0,0,Likely to vote,18-29
Alberta,29,A man,Some secondary/ high school,Liberal Party,1,0,10,Certain to vote,18-29
Alberta,72,A woman,Completed secondary/ high school,Green Party,0,0,5,Certain to vote,70-79
Manitoba,19,A woman,Some secondary/ high school,Don't know/ Prefer not to answer,1,0,8,Certain to vote,18-29
British Columbia,23,A man,Some university,Green Party,1,0,6,Certain to vote,18-29
Quebec,41,A woman,Bachelor's degree,Liberal Party,1,0,7,Likely to vote,40-49
Ontario,43,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,9,Certain to vote,40-49
Quebec,52,A woman,Some university,Conservative Party,0,1,8,Certain to vote,50-59
Quebec,25,A woman,"Completed technical, community college, CEGEP, College Classique",Bloc Québécois,0,1,2,Likely to vote,18-29
Ontario,35,A woman,Professional degree or doctorate,Liberal Party,1,0,7,Certain to vote,30-39
Quebec,50,A man,Completed secondary/ high school,Liberal Party,1,0,10,Certain to vote,50-59
Quebec,75,A man,"Completed technical, community college, CEGEP, College Classique",Another party (please specify),0,0,6,Certain to vote,70-79
Saskatchewan,36,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,9,Certain to vote,30-39
Ontario,69,A man,Master's degree,Green Party,0,0,8,Certain to vote,60-69
Ontario,69,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,7,Likely to vote,60-69
Ontario,35,A man,Bachelor's degree,Conservative Party,0,1,10,Certain to vote,30-39
Ontario,38,A man,Some secondary/ high school,NA,NA,NA,2,Unlikely to vote,30-39
Quebec,24,A man,Completed secondary/ high school,NA,NA,NA,5,Don't know/ Prefer not to answer,18-29
Ontario,65,A woman,Bachelor's degree,Conservative Party,0,1,NA,Certain to vote,60-69
Saskatchewan,47,A woman,Master's degree,ndp,0,0,NA,Likely to vote,40-49
Ontario,58,A woman,Professional degree or doctorate,Green Party,0,0,NA,Certain to vote,50-59
Alberta,36,A woman,"Completed technical, community college, CEGEP, College Classique",Green Party,1,0,7,Certain to vote,30-39
Alberta,47,A woman,Bachelor's degree,Conservative Party,0,1,7,Likely to vote,40-49
Ontario,77,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,70-79
British Columbia,32,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,30-39
Ontario,56,A man,Master's degree,Conservative Party,0,1,8,Certain to vote,50-59
Quebec,57,A man,Bachelor's degree,ndp,1,0,6,Likely to vote,50-59
British Columbia,46,A woman,Completed secondary/ high school,Conservative Party,0,1,2,Certain to vote,40-49
Ontario,71,A man,Professional degree or doctorate,Don't know/ Prefer not to answer,0,0,9,Certain to vote,70-79
Quebec,34,A man,Professional degree or doctorate,Conservative Party,0,1,5,Certain to vote,30-39
Alberta,23,A man,Bachelor's degree,Liberal Party,1,0,NA,Certain to vote,18-29
Quebec,26,A man,Completed secondary/ high school,NA,NA,NA,4,Unlikely to vote,18-29
Ontario,68,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,4,Likely to vote,60-69
Ontario,63,A man,"Completed technical, community college, CEGEP, College Classique",ndp,0,1,6,Certain to vote,60-69
Alberta,33,A woman,Master's degree,ndp,1,0,8,Certain to vote,30-39
British Columbia,61,A man,Master's degree,ndp,1,0,9,Certain to vote,60-69
Ontario,58,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,NA,Don't know/ Prefer not to answer,50-59
Quebec,20,A woman,Some university,ndp,0,0,3,Certain to vote,18-29
Nova Scotia,69,A woman,Master's degree,Liberal Party,1,0,9,Certain to vote,60-69
Ontario,63,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,6,Certain to vote,60-69
British Columbia,63,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,60-69
Quebec,59,A man,Some secondary/ high school,Liberal Party,1,0,6,Certain to vote,50-59
Ontario,64,A man,Completed secondary/ high school,Conservative Party,0,1,8,Certain to vote,60-69
Ontario,62,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,60-69
Ontario,65,A man,Completed secondary/ high school,Green Party,1,0,9,Certain to vote,60-69
Quebec,28,A woman,Some secondary/ high school,NA,NA,NA,0,Certain not to vote,18-29
Quebec,61,A man,Bachelor's degree,Liberal Party,1,0,9,Certain to vote,60-69
Quebec,52,A man,"Some technical, community college, CEGEP, College Classique",Bloc Québécois,0,0,4,Certain to vote,50-59
Ontario,70,A woman,Completed secondary/ high school,ndp,1,0,4,Likely to vote,70-79
Alberta,19,A woman,Some university,ndp,1,0,0,Certain to vote,18-29
Ontario,66,A woman,Some secondary/ high school,Conservative Party,0,1,10,Certain to vote,60-69
Ontario,32,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,1,Likely to vote,30-39
Quebec,72,A woman,Bachelor's degree,Liberal Party,1,0,8,Certain to vote,70-79
Ontario,35,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Likely to vote,30-39
Manitoba,19,A woman,Completed secondary/ high school,Green Party,0,1,7,Likely to vote,18-29
Quebec,55,A man,Completed secondary/ high school,Liberal Party,1,0,4,Likely to vote,50-59
Quebec,28,A man,Bachelor's degree,NA,NA,NA,4,Unlikely to vote,18-29
Quebec,63,A man,Master's degree,Liberal Party,1,0,7,Certain to vote,60-69
New Brunswick,44,A man,Bachelor's degree,Conservative Party,0,1,8,Certain to vote,40-49
Ontario,60,A man,Master's degree,Green Party,1,0,8,Certain to vote,60-69
Quebec,37,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,30-39
Alberta,66,A woman,Completed secondary/ high school,Conservative Party,0,1,2,Certain to vote,60-69
Ontario,28,A woman,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,18-29
British Columbia,45,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,7,Certain to vote,40-49
British Columbia,27,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,NA,Likely to vote,18-29
Alberta,32,A woman,Completed secondary/ high school,Liberal Party,1,0,6,Likely to vote,30-39
Saskatchewan,35,A woman,Some secondary/ high school,Conservative Party,0,1,4,Certain to vote,30-39
Quebec,18,A woman,"Some technical, community college, CEGEP, College Classique",Another party (please specify),0,0,5,Likely to vote,18-29
Quebec,24,A woman,Bachelor's degree,ndp,0,0,8,Certain to vote,18-29
British Columbia,59,A man,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,7,Certain to vote,50-59
Saskatchewan,33,A woman,Bachelor's degree,Conservative Party,0,1,8,Certain to vote,30-39
Quebec,59,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,50-59
Saskatchewan,53,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,6,Certain to vote,50-59
British Columbia,23,A woman,Bachelor's degree,Don't know/ Prefer not to answer,1,0,8,Certain to vote,18-29
Ontario,24,A woman,Bachelor's degree,Conservative Party,0,1,7,Certain to vote,18-29
Ontario,77,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,9,Likely to vote,70-79
Alberta,55,A woman,Some secondary/ high school,Conservative Party,0,1,10,Certain to vote,50-59
Manitoba,37,A woman,Some secondary/ high school,NA,NA,NA,3,Unlikely to vote,30-39
British Columbia,35,A woman,Bachelor's degree,Conservative Party,0,1,7,Certain to vote,30-39
Ontario,44,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,40-49
Ontario,37,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,8,Unlikely to vote,30-39
Ontario,62,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,6,Certain to vote,60-69
Ontario,61,A man,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,60-69
British Columbia,24,A woman,Completed secondary/ high school,NA,NA,NA,2,Unlikely to vote,18-29
Newfoundland and Labrador,57,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,6,Certain to vote,50-59
Quebec,68,A woman,Some university,Liberal Party,1,0,6,Certain to vote,60-69
Ontario,57,A woman,Completed secondary/ high school,ndp,0,1,2,Certain to vote,50-59
Ontario,39,A woman,Bachelor's degree,Conservative Party,0,1,7,Likely to vote,30-39
Ontario,34,A woman,Bachelor's degree,NA,NA,NA,8,Don't know/ Prefer not to answer,30-39
Manitoba,30,A woman,Bachelor's degree,ndp,0,0,8,Likely to vote,30-39
Ontario,19,A man,Completed elementary school,NA,NA,NA,4,Unlikely to vote,18-29
British Columbia,65,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,60-69
Ontario,22,A woman,Bachelor's degree,ndp,1,0,6,Likely to vote,18-29
New Brunswick,73,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,7,Certain to vote,70-79
Alberta,63,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,NA,Likely to vote,60-69
Nova Scotia,74,A man,Master's degree,Liberal Party,1,0,10,Certain to vote,70-79
Ontario,59,A woman,Completed secondary/ high school,Conservative Party,0,1,10,Certain to vote,50-59
Nova Scotia,70,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,70-79
Quebec,68,A man,Some university,ndp,0,0,10,Certain to vote,60-69
Alberta,71,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,1,0,9,Certain to vote,70-79
Alberta,57,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,NA,Likely to vote,50-59
Saskatchewan,48,A woman,Some university,ndp,0,0,10,Certain to vote,40-49
Quebec,73,A man,"Completed technical, community college, CEGEP, College Classique",Bloc Québécois,0,0,6,Likely to vote,70-79
Ontario,73,A man,"Completed technical, community college, CEGEP, College Classique",Green Party,0,0,9,Certain to vote,70-79
Quebec,66,A man,Bachelor's degree,Bloc Québécois,1,0,NA,Certain to vote,60-69
Newfoundland and Labrador,62,A woman,"Completed technical, community college, CEGEP, College Classique",Another party (please specify),1,1,8,Certain to vote,60-69
Ontario,18,A man,Completed secondary/ high school,ndp,0,0,8,Certain to vote,18-29
Quebec,69,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,7,Certain to vote,60-69
Ontario,46,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Certain to vote,40-49
British Columbia,50,A woman,Completed secondary/ high school,Conservative Party,0,1,10,Certain to vote,50-59
Manitoba,89,A man,Professional degree or doctorate,Liberal Party,1,0,5,Certain to vote,80-89
Alberta,43,A man,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,1,0,6,Certain to vote,40-49
Ontario,25,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,1,0,NA,Certain to vote,18-29
Ontario,35,A woman,Bachelor's degree,ndp,0,0,3,Likely to vote,30-39
British Columbia,66,A man,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,1,0,6,Certain to vote,60-69
New Brunswick,61,A woman,Master's degree,Don't know/ Prefer not to answer,1,0,9,Certain to vote,60-69
Newfoundland and Labrador,53,A woman,Some university,Don't know/ Prefer not to answer,0,0,6,Certain to vote,50-59
Manitoba,68,A man,Some university,Conservative Party,0,1,10,Certain to vote,60-69
British Columbia,52,A man,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,1,0,9,Certain to vote,50-59
Quebec,41,A man,Some university,Green Party,1,1,7,Likely to vote,40-49
Newfoundland and Labrador,49,A man,Completed secondary/ high school,ndp,0,0,5,Likely to vote,40-49
Prince Edward Island,61,A woman,Completed secondary/ high school,Green Party,0,1,8,Certain to vote,60-69
Quebec,37,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,1,Likely to vote,30-39
Quebec,44,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,8,Certain to vote,40-49
Ontario,59,A man,Some secondary/ high school,NA,NA,NA,0,Certain not to vote,50-59
Quebec,60,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,6,Certain to vote,60-69
Ontario,42,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,1,2,Likely to vote,40-49
Quebec,20,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,18-29
Ontario,22,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,1,Certain to vote,18-29
Quebec,29,A woman,Completed secondary/ high school,Liberal Party,1,0,4,Certain to vote,18-29
Alberta,70,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,70-79
Alberta,24,A man,Some university,People's Party,1,1,8,Likely to vote,18-29
Ontario,58,A woman,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,50-59
Alberta,35,A woman,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,30-39
Ontario,33,A woman,Some university,Conservative Party,0,1,8,Certain to vote,30-39
Saskatchewan,43,A man,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,8,Certain to vote,40-49
Saskatchewan,64,A man,Professional degree or doctorate,Don't know/ Prefer not to answer,0,0,7,Certain to vote,60-69
British Columbia,65,A woman,Completed secondary/ high school,Liberal Party,1,0,8,Certain to vote,60-69
Nova Scotia,43,A woman,Master's degree,Liberal Party,1,0,9,Likely to vote,40-49
Ontario,41,A man,Professional degree or doctorate,Liberal Party,1,0,8,Certain to vote,40-49
British Columbia,57,A woman,Bachelor's degree,Liberal Party,1,0,7,Likely to vote,50-59
Saskatchewan,29,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,18-29
Quebec,44,A woman,Bachelor's degree,Green Party,1,1,5,Certain to vote,40-49
Quebec,54,A man,Completed secondary/ high school,NA,NA,NA,2,Unlikely to vote,50-59
Quebec,74,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,7,Certain to vote,70-79
British Columbia,59,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,8,Certain to vote,50-59
British Columbia,51,A man,Bachelor's degree,Liberal Party,1,0,9,Certain to vote,50-59
Quebec,40,A man,Some university,Another party (please specify),1,0,8,Likely to vote,40-49
Alberta,34,A woman,Completed secondary/ high school,Conservative Party,0,1,NA,Certain to vote,30-39
Ontario,23,A woman,Bachelor's degree,Liberal Party,1,0,8,Likely to vote,18-29
Alberta,26,A woman,Bachelor's degree,Liberal Party,1,0,8,Certain to vote,18-29
Ontario,19,A man,Some secondary/ high school,NA,NA,NA,2,Certain not to vote,18-29
Quebec,30,A woman,"Completed technical, community college, CEGEP, College Classique",Green Party,1,0,6,Certain to vote,30-39
Saskatchewan,55,A woman,Bachelor's degree,Green Party,0,1,9,Certain to vote,50-59
Quebec,20,A man,Professional degree or doctorate,NA,NA,NA,8,Unlikely to vote,18-29
Quebec,45,A woman,Bachelor's degree,Green Party,0,0,7,Certain to vote,40-49
Quebec,71,A man,Completed secondary/ high school,Bloc Québécois,0,1,9,Certain to vote,70-79
Alberta,23,A man,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,1,Unlikely to vote,18-29
British Columbia,62,A woman,"Completed technical, community college, CEGEP, College Classique",Green Party,0,0,7,Certain to vote,60-69
Quebec,41,A woman,"Some technical, community college, CEGEP, College Classique",ndp,0,0,9,Certain to vote,40-49
Nova Scotia,55,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,3,Certain to vote,50-59
Ontario,52,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,8,Certain to vote,50-59
Quebec,32,A woman,"Some technical, community college, CEGEP, College Classique",Green Party,0,0,6,Likely to vote,30-39
Alberta,66,A man,Professional degree or doctorate,Liberal Party,1,0,8,Certain to vote,60-69
Manitoba,62,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Likely to vote,60-69
Quebec,65,A man,"Some technical, community college, CEGEP, College Classique",Bloc Québécois,0,0,5,Certain to vote,60-69
Quebec,28,A man,Master's degree,Liberal Party,1,0,8,Certain to vote,18-29
Quebec,61,A man,Some university,Bloc Québécois,0,0,10,Certain to vote,60-69
British Columbia,74,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,70-79
Ontario,36,A man,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,30-39
Quebec,49,A woman,Some secondary/ high school,Conservative Party,0,1,10,Certain to vote,40-49
Ontario,59,A man,Bachelor's degree,Conservative Party,0,1,8,Certain to vote,50-59
Ontario,49,A woman,Master's degree,Liberal Party,1,0,7,Certain to vote,40-49
Quebec,18,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,7,Certain to vote,18-29
New Brunswick,54,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,7,Likely to vote,50-59
Ontario,52,A woman,Some university,Green Party,1,0,6,Certain to vote,50-59
Saskatchewan,54,A woman,Bachelor's degree,Conservative Party,0,1,8,Certain to vote,50-59
Alberta,48,A woman,Some university,Conservative Party,0,1,10,Certain to vote,40-49
Ontario,51,A man,"Some technical, community college, CEGEP, College Classique",ndp,0,0,8,Certain to vote,50-59
Ontario,61,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,60-69
Quebec,61,A man,Bachelor's degree,Another party (please specify),0,0,5,Certain to vote,60-69
Alberta,31,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,4,Likely to vote,30-39
Nova Scotia,35,A man,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,2,Unlikely to vote,30-39
British Columbia,64,A man,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,8,Likely to vote,60-69
Quebec,58,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,4,Certain to vote,50-59
Ontario,40,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,1,0,10,Certain to vote,40-49
Alberta,63,A man,Bachelor's degree,Conservative Party,0,1,8,Certain to vote,60-69
Ontario,64,A woman,Completed elementary school,Conservative Party,0,1,10,Certain to vote,60-69
Ontario,67,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,10,Certain to vote,60-69
Alberta,41,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,5,Certain to vote,40-49
Ontario,39,A woman,Bachelor's degree,Conservative Party,0,1,8,Certain to vote,30-39
Ontario,42,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,NA,Certain to vote,40-49
British Columbia,49,A man,Master's degree,Green Party,0,0,NA,Certain to vote,40-49
Quebec,67,A man,Some university,Bloc Québécois,0,0,7,Certain to vote,60-69
Ontario,23,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,1,0,NA,Likely to vote,18-29
Ontario,77,A woman,Master's degree,Conservative Party,0,1,6,Certain to vote,70-79
Ontario,63,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,7,Likely to vote,60-69
Ontario,48,A man,Master's degree,Conservative Party,0,1,7,Certain to vote,40-49
Manitoba,55,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,7,Certain to vote,50-59
Quebec,62,A woman,Completed secondary/ high school,Conservative Party,0,1,9,Certain to vote,60-69
Manitoba,30,A woman,Bachelor's degree,Conservative Party,0,1,8,Certain to vote,30-39
Ontario,50,A woman,"Some technical, community college, CEGEP, College Classique",ndp,0,1,5,Certain to vote,50-59
Alberta,48,A woman,Completed secondary/ high school,ndp,0,0,8,Certain to vote,40-49
Ontario,50,A man,Professional degree or doctorate,ndp,1,0,10,Certain to vote,50-59
Ontario,71,A man,Bachelor's degree,Conservative Party,0,1,9,Certain to vote,70-79
Alberta,63,A man,Master's degree,Conservative Party,0,1,9,Certain to vote,60-69
